"state","county","malelifeexpect","femalelifeexpect","maleobesity","femaleobesity","malephysical","femalephysical","lifeexpectall","obesityall","physicalactivityall"
"North Carolina","Duplin",73.9,79.3,40.7,50.7,43.1,38.6,76.6,45.7,40.85
"North Carolina","Durham",75.3,80.3,31.7,39,59.8,52.8,77.8,35.35,56.3
"North Carolina","Edgecombe",71,77.9,43.1,53.5,46.8,41,74.45,48.3,43.9
"North Carolina","Forsyth",75.5,80.4,30.8,34.2,55.2,48.2,77.95,32.5,51.7
"North Carolina","Franklin",74.3,79.4,40.2,45.6,47.6,45.4,76.85,42.9,46.5
"North Carolina","Gaston",72.7,77.3,34,37.7,54,43.8,75,35.85,48.9
"North Carolina","Gates",74.3,78.6,40.1,45.2,51.3,46.7,76.45,42.65,49
"North Carolina","Graham",71.2,78.1,35.2,41.2,49.2,47.7,74.65,38.2,48.45
"North Carolina","Granville",74.3,78.7,39.3,44.5,51.9,46.3,76.5,41.9,49.1
"North Carolina","Greene",73.7,77.8,39.5,49.7,44.5,39.9,75.75,44.6,42.2
"North Carolina","Guilford",76.2,80.4,32.9,36.9,56.8,52.9,78.3,34.9,54.85
"North Carolina","Halifax",70.7,77.5,44.3,53.4,42.9,38.4,74.1,48.85,40.65
"North Carolina","Harnett",72.9,79,37.9,42.3,51.6,45.7,75.95,40.1,48.65
"North Carolina","Haywood",75.2,80.3,32.6,34.3,57,54.8,77.75,33.45,55.9
"North Carolina","Henderson",76.2,81.4,29.2,32.4,61.8,55.7,78.8,30.8,58.75
"North Carolina","Hertford",71.9,77.6,39,52.5,44.3,38.8,74.75,45.75,41.55
"North Carolina","Hoke",74,78.7,38,45.3,50.1,46.4,76.35,41.65,48.25
"North Carolina","Hyde",72.6,77.8,41.3,48.5,47.9,44.2,75.2,44.9,46.05
"North Carolina","Iredell",74.7,79.5,36.8,35,57.1,47.3,77.1,35.9,52.2
"North Carolina","Jackson",74.8,80.7,33.7,37.3,57.7,49.2,77.75,35.5,53.45
"North Carolina","Johnston",74.3,79.9,39.8,43.5,56.1,45.4,77.1,41.65,50.75
"North Carolina","Jones",73.9,79.3,38.5,47.1,49.3,44.7,76.6,42.8,47
"North Carolina","Lee",72.6,79.8,37,38.8,51.6,46.9,76.2,37.9,49.25
"North Carolina","Lenoir",70.9,77.8,39.7,50.1,44.4,40,74.35,44.9,42.2
"North Carolina","Lincoln",74.6,78.6,33.3,35.1,55.6,47.9,76.6,34.2,51.75
"North Carolina","Macon",75.9,81.2,32,34.6,56,53.6,78.55,33.3,54.8
"North Carolina","Madison",74.8,79.9,34.5,38.6,50.9,48.6,77.35,36.55,49.75
"North Carolina","Martin",71.3,77.8,42,51.7,48.6,45.1,74.55,46.85,46.85
"North Carolina","McDowell",74.1,79.5,36.3,40.9,50.5,44.8,76.8,38.6,47.65
"North Carolina","Mecklenburg",76.7,81.7,32.3,33.6,58.8,51.8,79.2,32.95,55.3
"North Carolina","Mitchell",73.6,78.4,34.4,37.6,53.3,45.4,76,36,49.35
"North Carolina","Montgomery",73.9,80,37.3,45.2,47.9,38.5,76.95,41.25,43.2
"North Carolina","Moore",76.1,81.8,33.8,33.8,53,51.6,78.95,33.8,52.3
"North Carolina","Nash",72.1,79.2,37.5,45.5,49.1,43.3,75.65,41.5,46.2
"North Carolina","New Hanover",76.6,81.4,33.2,32.8,58.6,54.9,79,33,56.75
"North Carolina","Northampton",72,77.8,41.9,53.5,42.1,36.1,74.9,47.7,39.1
"North Carolina","Onslow",75.4,79.5,34.1,39.9,56.5,48.8,77.45,37,52.65
"North Carolina","Orange",78.3,82,22.5,25.8,61.5,58.9,80.15,24.15,60.2
"North Carolina","Pamlico",73.4,78.4,37.1,43.2,53.4,46.9,75.9,40.15,50.15
"North Carolina","Pasquotank",73.9,78.9,40,44.8,50.8,44.3,76.4,42.4,47.55
"North Carolina","Pender",75.2,79.9,38.8,41.9,55.3,48.4,77.55,40.35,51.85
"North Carolina","Perquimans",74.2,80.3,37.7,41.1,53.9,49.4,77.25,39.4,51.65
"North Carolina","Person",73.2,77.9,41.9,45,53.5,47.5,75.55,43.45,50.5
"North Carolina","Pitt",74.3,79.6,37.5,44.6,50.8,46.9,76.95,41.05,48.85
"North Carolina","Polk",74.9,80.8,28.9,31.1,60.9,56.6,77.85,30,58.75
"North Carolina","Randolph",73.6,79.4,35.3,38,53,45.6,76.5,36.65,49.3
"North Carolina","Richmond",70.7,76.2,37.2,43.8,48.7,41.4,73.45,40.5,45.05
"North Carolina","Robeson",70.6,76.5,41.3,54,40.4,38.2,73.55,47.65,39.3
"North Carolina","Rockingham",72.7,78,39.4,43.7,47.5,43.3,75.35,41.55,45.4
"North Carolina","Rowan",73,78.8,38.2,40.3,51.1,44.1,75.9,39.25,47.6
"North Carolina","Rutherford",72.5,78.5,34.4,39.5,49.1,44.4,75.5,36.95,46.75
"North Carolina","Sampson",71.1,78.2,41.2,51.5,45.2,43.8,74.65,46.35,44.5
"North Carolina","Scotland",70.7,77.6,39.8,47.7,52.2,42.5,74.15,43.75,47.35
"North Carolina","Stanly",73.6,78.8,35.2,38.4,53,43.9,76.2,36.8,48.45
"North Carolina","Stokes",74.3,78.3,35.8,39.6,51.5,45.6,76.3,37.7,48.55
"North Carolina","Surry",72.3,78.9,37.4,40.9,47.4,45.2,75.6,39.15,46.3
"North Carolina","Swain",71.2,78.1,36.2,41.1,51.4,46,74.65,38.65,48.7
"North Carolina","Transylvania",77.3,82.4,31,31.3,60.3,58.8,79.85,31.15,59.55
"North Carolina","Tyrrell",72.6,77.8,41.8,49.3,42.9,43.5,75.2,45.55,43.2
"North Carolina","Union",76.2,81.1,36.4,34,57.5,53,78.65,35.2,55.25
"North Carolina","Vance",70.4,78,43,51.1,48.8,39.7,74.2,47.05,44.25
"North Carolina","Wake",78.7,82.4,31,33.4,58.2,50.1,80.55,32.2,54.15
"North Carolina","Warren",72.8,78.5,42.4,52.5,47,38.9,75.65,47.45,42.95
"North Carolina","Washington",72.6,77.8,40.9,51.7,48.9,42.5,75.2,46.3,45.7
"North Carolina","Watauga",76.9,82.3,28,33.4,57.9,54.2,79.6,30.7,56.05
"North Carolina","Wayne",72.7,78,37.7,45.6,46.4,39.6,75.35,41.65,43
"North Carolina","Wilkes",73.4,78.6,35.4,40.5,49.6,44.7,76,37.95,47.15
"North Carolina","Wilson",73,78.3,39.4,48.5,41.8,39,75.65,43.95,40.4
"North Carolina","Yadkin",74.3,79,37.6,40.4,48.5,47.4,76.65,39,47.95
"North Carolina","Yancey",74.1,79.5,33.5,35.3,55.9,48.5,76.8,34.4,52.2
"North Dakota","Adams",77.3,82.9,32.2,31.9,57.6,57.1,80.1,32.05,57.35
"North Dakota","Barnes",76.6,82,36.9,35.3,56.7,54.2,79.3,36.1,55.45
"North Dakota","Benson",76,82.1,39.5,47.8,50.2,47.7,79.05,43.65,48.95
"North Dakota","Billings",76.9,82.6,35.7,35.5,57.6,57.3,79.75,35.6,57.45
"North Dakota","Bottineau",74.6,79,36.6,36,54.9,53.1,76.8,36.3,54
"North Dakota","Bowman",77.3,82.9,34.6,34.2,55.5,55.7,80.1,34.4,55.6
"North Dakota","Burke",76.2,81.7,38.9,35.7,57.1,54.7,78.95,37.3,55.9
"North Dakota","Burleigh",77.9,82.8,34.2,32.2,56.8,53,80.35,33.2,54.9
"North Dakota","Cass",77,82.5,35.2,34.1,54.4,54.1,79.75,34.65,54.25
"North Dakota","Cavalier",76.8,82,36.1,35.1,54.8,53.5,79.4,35.6,54.15
"North Dakota","Dickey",77.2,82.9,36.1,35.3,54.2,53.6,80.05,35.7,53.9
"North Dakota","Divide",76.2,81.7,38.2,35.9,56.3,54.5,78.95,37.05,55.4
"North Dakota","Dunn",76.9,82.6,36.3,37.5,55.6,54.2,79.75,36.9,54.9
"North Dakota","Eddy",76.7,81.4,35.6,35.2,54,52.1,79.05,35.4,53.05
"North Dakota","Emmons",74.2,80.9,38.5,38.1,49.6,48.7,77.55,38.3,49.15
"North Dakota","Foster",76.7,81.4,34.8,33.4,56.7,55.3,79.05,34.1,56
"North Dakota","Golden Valley",76.9,82.6,35.9,35.6,58.1,57.9,79.75,35.75,58
"North Dakota","Grand Forks",77.1,81.9,37.8,36.2,57.7,54,79.5,37,55.85
"North Dakota","Grant",77.3,82.9,36.2,37.5,53.7,53.3,80.1,36.85,53.5
"North Dakota","Griggs",76.7,81.4,36.1,34.9,55.5,54.5,79.05,35.5,55
"North Dakota","Hettinger",77.3,82.9,35,35.4,53.4,53.1,80.1,35.2,53.25
"North Dakota","Kidder",76.7,82,38.1,37.8,48.8,48.4,79.35,37.95,48.6
"North Dakota","LaMoure",77.2,82.9,36.4,35.3,55.6,55,80.05,35.85,55.3
"North Dakota","Logan",76.7,82,40.7,40.6,47.1,46.3,79.35,40.65,46.7
"North Dakota","McHenry",74.6,79,37.9,37,54.7,52.1,76.8,37.45,53.4
"North Dakota","McIntosh",76.7,82,40,40.3,44.1,44.3,79.35,40.15,44.2
"North Dakota","McKenzie",76.9,82.6,37.4,39.2,56.2,53.4,79.75,38.3,54.8
"North Dakota","McLean",76.6,82.7,37.4,36.7,55.9,53.4,79.65,37.05,54.65
"North Dakota","Mercer",76.6,82.7,37.3,36.7,54.1,52.6,79.65,37,53.35
"North Dakota","Morton",74.2,80.9,38.2,37.2,50.4,53,77.55,37.7,51.7
"North Dakota","Mountrail",76.2,80.8,38.2,40.5,56.8,52.2,78.5,39.35,54.5
"North Dakota","Nelson",76.7,81.4,37.7,36.5,56.9,55.3,79.05,37.1,56.1
"North Dakota","Oliver",77.9,82.8,36.3,35.2,53.3,52.5,80.35,35.75,52.9
"North Dakota","Pembina",76.7,82.1,35.9,35.1,57.7,55.2,79.4,35.5,56.45
"North Dakota","Pierce",76,82.1,37.9,37.5,53.4,50,79.05,37.7,51.7
"North Dakota","Ramsey",76.8,82,35.4,35.3,54.2,51.8,79.4,35.35,53
"North Dakota","Ransom",76.6,82,36.1,33.9,54.7,54.5,79.3,35,54.6
"North Dakota","Renville",74.6,79,36.4,34.4,58,54.4,76.8,35.4,56.2
"North Dakota","Richland",77.8,83.2,38.4,35.4,51.1,54,80.5,36.9,52.55
"North Dakota","Rolette",74.6,79,37.6,51,51,47.1,76.8,44.3,49.05
"North Dakota","Sargent",77.2,82.9,38,36.3,54.9,54.4,80.05,37.15,54.65
"North Dakota","Sheridan",76,82.1,36.5,36.5,50.6,49.9,79.05,36.5,50.25
"North Dakota","Sioux",74.2,80.9,40.6,55.1,48.2,44,77.55,47.85,46.1
"North Dakota","Slope",77.3,82.9,36.9,36.8,55.1,56.1,80.1,36.85,55.6
"North Dakota","Stark",77.3,82.9,36.5,37.2,50.4,53.3,80.1,36.85,51.85
"North Dakota","Steele",76.7,81.4,39.1,36.8,56.4,54.8,79.05,37.95,55.6
"North Dakota","Stutsman",76.7,82,37.2,35.8,48.3,52,79.35,36.5,50.15
"North Dakota","Towner",76.8,82,36.9,36.3,57.5,55.1,79.4,36.6,56.3
"North Dakota","Traill",77.1,81.9,39.1,36.1,56.3,55.4,79.5,37.6,55.85
"North Dakota","Walsh",76.7,82.1,37.7,37,53.4,50.6,79.4,37.35,52
"North Dakota","Ward",76.2,80.8,36.6,34.3,48.4,50.5,78.5,35.45,49.45
"North Dakota","Wells",76,82.1,36.5,35.7,54.1,52.3,79.05,36.1,53.2
"North Dakota","Williams",76.2,81.7,38.7,35.1,49.3,50,78.95,36.9,49.65
"Ohio","Adams",71.1,77.8,40.9,42.7,45.4,45.3,74.45,41.8,45.35
"Ohio","Allen",75.1,79,43.4,44.9,50.6,45.2,77.05,44.15,47.9
"Ohio","Ashland",75.7,79.7,39,37.5,53.8,51.9,77.7,38.25,52.85
"Ohio","Ashtabula",73.7,78.1,35.8,40.7,54.6,53,75.9,38.25,53.8
"Ohio","Athens",72.7,79,37.7,40.9,51.9,53.8,75.85,39.3,52.85
"Ohio","Auglaize",75.5,80.4,39,38.9,52.7,46.8,77.95,38.95,49.75
"Ohio","Belmont",74.1,78.8,37.6,40.8,51.9,44.3,76.45,39.2,48.1
"Ohio","Brown",73.1,78.2,40.6,40.2,49.9,45.3,75.65,40.4,47.6
"Ohio","Butler",75.8,79.3,37.4,35.9,57.1,53.3,77.55,36.65,55.2
"Ohio","Carroll",76.1,79.8,40.3,40.6,53.4,46.1,77.95,40.45,49.75
"Ohio","Champaign",74.4,78.8,39.1,39.2,55.1,46.1,76.6,39.15,50.6
"Ohio","Clark",73.2,77.6,36.3,40.7,53.5,48.1,75.4,38.5,50.8
"Ohio","Clermont",75.1,79.9,37.3,35.8,56.1,48.7,77.5,36.55,52.4
"Ohio","Clinton",74.1,78.2,36.4,36.1,53.8,50.1,76.15,36.25,51.95
"Ohio","Columbiana",74.8,79.5,39.5,43,51.2,47,77.15,41.25,49.1
"Ohio","Coshocton",75.4,79.3,38.1,40.5,54.8,49.8,77.35,39.3,52.3
"Ohio","Crawford",74.1,80,39.5,41.9,49.5,44.6,77.05,40.7,47.05
"Ohio","Cuyahoga",74.8,79.9,33.3,37.5,57,50.9,77.35,35.4,53.95
"Ohio","Darke",76.4,80.5,37.5,40.6,49.7,47.4,78.45,39.05,48.55
"Ohio","Defiance",75.1,80.3,36.9,37.4,55.8,50.1,77.7,37.15,52.95
"Ohio","Delaware",79.3,82.8,34.6,30,62.2,56,81.05,32.3,59.1
"Ohio","Erie",74.6,80.4,36.7,39.5,54.2,50.8,77.5,38.1,52.5
"Ohio","Fairfield",76.2,80.6,39.2,39.8,57.6,51,78.4,39.5,54.3
"Ohio","Fayette",71.8,78.5,38,41.1,47,42.6,75.15,39.55,44.8
"Ohio","Franklin",74.5,79.4,35.8,39.5,54.7,50.6,76.95,37.65,52.65
"Ohio","Fulton",76.1,80.4,38.9,37.5,51.3,57.9,78.25,38.2,54.6
"Ohio","Gallia",72.2,78.9,39.1,41.2,48.7,40.6,75.55,40.15,44.65
"Ohio","Geauga",79.2,82.9,32.6,33.6,59.5,57.1,81.05,33.1,58.3
"Ohio","Greene",77.1,81.1,33.1,34.8,61.3,52.9,79.1,33.95,57.1
"Ohio","Guernsey",73.1,78.5,37.5,41.6,52.1,48.8,75.8,39.55,50.45
"Ohio","Hamilton",74.8,79,32.7,38.1,54.1,51.4,76.9,35.4,52.75
"Ohio","Hancock",76.7,80.8,38.3,38.4,55.7,49.3,78.75,38.35,52.5
"Ohio","Hardin",73.9,78,41.4,40.9,48.5,47,75.95,41.15,47.75
"Ohio","Harrison",72.6,78.5,39,41.8,56.2,44,75.55,40.4,50.1
"Ohio","Henry",76.2,81.1,39.5,38.4,51.6,54.6,78.65,38.95,53.1
"Ohio","Highland",71.7,78.2,38,41.4,46.5,45.1,74.95,39.7,45.8
"Ohio","Hocking",74.9,78.7,39.4,42.3,53.7,50.5,76.8,40.85,52.1
"Ohio","Holmes",75.2,80,46.4,46.5,33.7,32.6,77.6,46.45,33.15
"Ohio","Huron",75.2,79.5,37.7,41.6,52,46.5,77.35,39.65,49.25
"Ohio","Jackson",71.1,76.8,40.9,45.4,49.9,40.2,73.95,43.15,45.05
"Ohio","Jefferson",71.8,77.8,41.3,40.2,54.6,43.5,74.8,40.75,49.05
"Ohio","Knox",75.2,78.8,36,37.8,52.9,52.8,77,36.9,52.85
"Ohio","Lake",76.4,80.6,35.1,33.2,62.1,55,78.5,34.15,58.55
"Ohio","Lawrence",72.5,77.9,44.6,43.7,50.5,44.6,75.2,44.15,47.55
"Ohio","Licking",75.2,80,38.6,38.7,55.3,52.3,77.6,38.65,53.8
"Ohio","Logan",74.3,79.1,40.2,39.8,51.8,45.6,76.7,40,48.7
"Ohio","Lorain",76,80.4,38,39,52.4,55.4,78.2,38.5,53.9
"Ohio","Lucas",74.3,79.2,38.9,42.2,55.1,53.6,76.75,40.55,54.35
"Ohio","Madison",74.4,79.6,39.2,39.1,54.8,43.3,77,39.15,49.05
"Ohio","Mahoning",73.7,79.1,36.5,36.9,59.3,48.5,76.4,36.7,53.9
"Ohio","Marion",74.5,78.9,38.7,41.3,48.2,45.7,76.7,40,46.95
"Ohio","Medina",78.4,81.8,35.3,33.2,62.6,57.9,80.1,34.25,60.25
"Ohio","Meigs",72.1,78.7,40.2,42.9,49.2,46.1,75.4,41.55,47.65
"Ohio","Mercer",76.3,81.6,36.5,36.2,54.2,49.6,78.95,36.35,51.9
"Ohio","Miami",75.7,80.9,37.1,37.8,54.3,50.6,78.3,37.45,52.45
"Ohio","Monroe",77,79.9,40.2,43.2,54.2,46,78.45,41.7,50.1
"Ohio","Montgomery",73.8,78.8,36.8,39,56.5,52,76.3,37.9,54.25
"Ohio","Morgan",74.4,79.4,39.3,42.4,52,46.8,76.9,40.85,49.4
"Ohio","Morrow",73.9,80.3,38.1,41.6,49.9,49.9,77.1,39.85,49.9
"Ohio","Muskingum",73.4,78.7,35.6,42,53.7,49,76.05,38.8,51.35
"Ohio","Noble",77,79.9,42.7,44.4,46.9,43.7,78.45,43.55,45.3
"Ohio","Ottawa",76.6,81.1,40.4,40.7,55,53.3,78.85,40.55,54.15
"Ohio","Paulding",74.1,80.4,38,40.3,51.9,48.2,77.25,39.15,50.05
"Ohio","Perry",73.4,79.5,38.8,43.7,50.8,48.7,76.45,41.25,49.75
"Ohio","Pickaway",74.4,78.2,41.4,42.7,46.3,42.6,76.3,42.05,44.45
"Ohio","Pike",72.1,77.5,38.9,46.1,49.6,42,74.8,42.5,45.8
"Ohio","Portage",76.4,80.1,37.1,36.2,63.6,53.3,78.25,36.65,58.45
"Ohio","Preble",74.4,80,37.1,38,50.9,48.2,77.2,37.55,49.55
"Ohio","Putnam",77,81.2,39.4,37.8,54.5,50.9,79.1,38.6,52.7
"Ohio","Richland",74.7,79.6,38.5,41.8,53.4,44.9,77.15,40.15,49.15
"Ohio","Ross",72.6,78.2,36.6,44.7,51.6,42.7,75.4,40.65,47.15
"Ohio","Sandusky",74.1,79.4,38.3,43,50.2,49.8,76.75,40.65,50
"Ohio","Scioto",70.6,76.8,42.6,44.3,52,48.4,73.7,43.45,50.2
"Ohio","Seneca",75.7,80.2,37.9,41.1,51.7,45,77.95,39.5,48.35
"Ohio","Shelby",76.2,80.1,37.3,38.6,54,47.4,78.15,37.95,50.7
"Ohio","Stark",75.5,80.6,38.8,39.5,56.4,52.5,78.05,39.15,54.45
"Ohio","Summit",75.2,80,35.8,35.7,58.4,52.3,77.6,35.75,55.35
"Ohio","Trumbull",74,79.5,35.8,39,59.2,49,76.75,37.4,54.1
"Ohio","Tuscarawas",75.7,80.6,40.3,40.1,56.5,51.1,78.15,40.2,53.8
"Ohio","Union",76.5,79.9,40.3,37.3,58.8,49.3,78.2,38.8,54.05
"Ohio","Van Wert",75.7,81.4,37.1,39.6,56.8,47.5,78.55,38.35,52.15
"Ohio","Vinton",72.1,78.7,39.7,45.8,45.9,42.6,75.4,42.75,44.25
"Ohio","Warren",77.7,80.5,35.5,30.8,56.8,57.6,79.1,33.15,57.2
"Ohio","Washington",75.2,79.7,41.5,37.3,56,49,77.45,39.4,52.5
"Ohio","Wayne",76.2,80,38.7,36.4,51.2,50.5,78.1,37.55,50.85
"Ohio","Williams",76.2,80.6,37.2,36.7,56.5,57.5,78.4,36.95,57
"Ohio","Wood",77.2,80.8,38.4,39.2,57.8,54.9,79,38.8,56.35
"Ohio","Wyandot",75.4,81.2,38.9,38.4,52.9,46.4,78.3,38.65,49.65
"Oklahoma","Adair",72.2,76.9,40.9,45.9,44.2,42.5,74.55,43.4,43.35
"Oklahoma","Alfalfa",75.7,79.3,37.7,39.3,51.6,48.5,77.5,38.5,50.05
"Oklahoma","Atoka",72.2,77.2,39.6,41.8,52.2,47.4,74.7,40.7,49.8
"Oklahoma","Beaver",74.8,79.5,36.9,36.9,52,50.8,77.15,36.9,51.4
"Oklahoma","Beckham",71.6,75.4,38.3,37.9,51.1,50.3,73.5,38.1,50.7
"Oklahoma","Blaine",74,79.2,40.7,39.2,45.9,44,76.6,39.95,44.95
"Oklahoma","Bryan",73.3,78.2,38.8,38.7,54,44.1,75.75,38.75,49.05
"Oklahoma","Caddo",70.8,77,40.7,42.6,50.3,43.7,73.9,41.65,47
"Oklahoma","Canadian",75.8,80.1,37.2,36,47.5,48,77.95,36.6,47.75
"Oklahoma","Carter",70.8,75.1,38,39.1,45.7,48.5,72.95,38.55,47.1
"Oklahoma","Cherokee",72.6,78.8,39.5,43.1,52.7,46.1,75.7,41.3,49.4
"Oklahoma","Choctaw",72.2,77.2,39.5,42.6,46.4,43.9,74.7,41.05,45.15
"Oklahoma","Cimarron",74.8,79.5,38.5,40.2,49.6,47.2,77.15,39.35,48.4
"Oklahoma","Cleveland",76.2,79.6,37.3,36.8,55.8,50.1,77.9,37.05,52.95
"Oklahoma","Coal",70.4,75.9,41.9,44.4,48,44.3,73.15,43.15,46.15
"Oklahoma","Comanche",73.3,77.1,36.6,42.7,53.5,49.1,75.2,39.65,51.3
"Oklahoma","Cotton",72.3,76.5,38.8,41.4,52.8,48.6,74.4,40.1,50.7
"Oklahoma","Craig",72.3,77.4,40.5,45,48.3,43.4,74.85,42.75,45.85
"Oklahoma","Creek",71.2,76.6,37.9,42.7,49.1,46.1,73.9,40.3,47.6
"Oklahoma","Custer",71.8,79.1,37.7,38.1,53.4,50,75.45,37.9,51.7
"Oklahoma","Delaware",73.7,79.8,40.4,41.1,51.2,44.7,76.75,40.75,47.95
"Oklahoma","Dewey",71.8,79.1,37.5,37.3,53.9,52.5,75.45,37.4,53.2
"Oklahoma","Ellis",74.8,79.5,34.8,34.8,54.3,54.2,77.15,34.8,54.25
"Oklahoma","Garfield",73.1,77.5,37.8,39.6,52.6,47.7,75.3,38.7,50.15
"Oklahoma","Garvin",70.5,75.8,40.9,39.5,47.1,48.8,73.15,40.2,47.95
"Oklahoma","Grady",73.6,78.7,40.2,43.8,54.4,45.8,76.15,42,50.1
"Oklahoma","Grant",74.7,79.4,39.1,39.5,55,52.1,77.05,39.3,53.55
"Oklahoma","Greer",71.8,77.1,38,41.1,48.1,45.7,74.45,39.55,46.9
"Oklahoma","Harmon",71.6,75.4,38.4,43.6,48.4,47.5,73.5,41,47.95
"Oklahoma","Harper",74.8,79.5,36.3,36.4,53.8,51.8,77.15,36.35,52.8
"Oklahoma","Haskell",73.4,78.4,40.9,42.6,45.8,42.1,75.9,41.75,43.95
"Oklahoma","Hughes",70.8,76.5,44.2,45.7,45.5,41.9,73.65,44.95,43.7
"Oklahoma","Jackson",73.3,77.6,34.8,40.8,51.6,48.4,75.45,37.8,50
"Oklahoma","Jefferson",72.3,76.5,38.9,41.3,47.7,45.2,74.4,40.1,46.45
"Oklahoma","Johnston",70.4,75.9,40.5,40.9,50.3,46.7,73.15,40.7,48.5
"Oklahoma","Kay",72.3,78,39.6,41.9,47.4,47.7,75.15,40.75,47.55
"Oklahoma","Kingfisher",74,79.2,38.7,37.4,52.4,45,76.6,38.05,48.7
"Oklahoma","Kiowa",71.8,77.1,37.7,40.5,53.2,49.6,74.45,39.1,51.4
"Oklahoma","Latimer",73.4,78.4,38.1,39.9,50.8,47.6,75.9,39,49.2
"Oklahoma","Le Flore",70.3,76.6,37.9,39.8,48.3,45.1,73.45,38.85,46.7
"Oklahoma","Lincoln",73.3,78.1,37.8,41.8,43.9,42.1,75.7,39.8,43
"Oklahoma","Logan",75.4,79.5,40.3,41,49.5,47.8,77.45,40.65,48.65
"Oklahoma","Love",74.2,77.9,37.9,39,52,49.4,76.05,38.45,50.7
"Oklahoma","Major",75.7,79.3,37.5,36.8,53.7,50.1,77.5,37.15,51.9
"Oklahoma","Marshall",74.2,77.9,40,40,47.2,47.4,76.05,40,47.3
"Oklahoma","Mayes",71.9,78.6,40.9,42.2,50.8,45.9,75.25,41.55,48.35
"Oklahoma","McClain",74.5,78.5,38.8,39.1,54.7,48.7,76.5,38.95,51.7
"Oklahoma","McCurtain",69.2,75.4,40.6,43.3,44.2,44,72.3,41.95,44.1
"Oklahoma","McIntosh",71.9,76.7,41.3,42,48.1,47.8,74.3,41.65,47.95
"Oklahoma","Murray",70.5,75.8,43.3,40.8,48.2,46.7,73.15,42.05,47.45
"Oklahoma","Muskogee",70.1,75.6,36.2,42.3,47.4,42.7,72.85,39.25,45.05
"Oklahoma","Noble",74.7,79.4,39.3,40.1,52.8,47.6,77.05,39.7,50.2
"Oklahoma","Nowata",72.3,77.4,39.6,45,48.6,44.7,74.85,42.3,46.65
"Oklahoma","Okfuskee",70.8,76.5,41.4,46.2,46.6,43.2,73.65,43.8,44.9
"Oklahoma","Oklahoma",73.3,78.1,36,38,49.1,44.3,75.7,37,46.7
"Oklahoma","Okmulgee",71.2,76.6,38.2,42.4,49,46.8,73.9,40.3,47.9
"Oklahoma","Osage",73.6,79.2,37.9,43.9,49.9,46.2,76.4,40.9,48.05
"Oklahoma","Ottawa",70.2,76.6,38.6,44.3,47.2,49.9,73.4,41.45,48.55
"Oklahoma","Pawnee",71.3,78.3,37.4,41.4,48.3,48,74.8,39.4,48.15
"Oklahoma","Payne",75.1,79.6,36.4,36.3,51.4,50.6,77.35,36.35,51
"Oklahoma","Pittsburg",70.9,77.3,40.9,40.2,50.8,47.1,74.1,40.55,48.95
"Oklahoma","Pontotoc",70.9,75.9,40.3,41.4,50.9,46.8,73.4,40.85,48.85
"Oklahoma","Pottawatomie",72,77.2,40.4,43,49.2,43.7,74.6,41.7,46.45
"Oklahoma","Pushmataha",69.2,75.4,40,42.3,47.2,46.2,72.3,41.15,46.7
"Oklahoma","Roger Mills",71.8,79.1,36.3,36.2,55.1,55.3,75.45,36.25,55.2
"Oklahoma","Rogers",75.6,79.3,36.8,39.4,50.5,48,77.45,38.1,49.25
"Oklahoma","Seminole",69.8,75,43.4,43.6,42.6,42.6,72.4,43.5,42.6
"Oklahoma","Sequoyah",70.7,76.7,39.8,42.5,48.2,38.6,73.7,41.15,43.4
"Oklahoma","Stephens",72.3,76.9,37.1,38.4,52.6,46.2,74.6,37.75,49.4
"Oklahoma","Texas",74.8,79.5,37.1,39,49.9,41.9,77.15,38.05,45.9
"Oklahoma","Tillman",72.3,76.5,38.5,44.3,48.5,44.9,74.4,41.4,46.7
"Oklahoma","Tulsa",73.6,78.9,34,37.3,52.6,48.5,76.25,35.65,50.55
"Oklahoma","Wagoner",74.1,79.3,37.1,38.8,51.4,47.1,76.7,37.95,49.25
"Oklahoma","Washington",75.1,79.1,35.8,39.3,50.8,50.9,77.1,37.55,50.85
"Oklahoma","Washita",70.8,77,39.4,37.5,52.5,51.7,73.9,38.45,52.1
"Oklahoma","Woods",75.7,79.3,35.8,36.8,56.4,52.4,77.5,36.3,54.4
"Oklahoma","Woodward",73.5,77.7,36.4,36.2,50.2,51.1,75.6,36.3,50.65
"Oregon","Baker",75.7,81.4,35.7,35.3,59.3,55.9,78.55,35.5,57.6
"Oregon","Benton",79.9,82.5,31.8,31.9,62.8,69.1,81.2,31.85,65.95
"Oregon","Clackamas",78.5,81.6,35,31.5,63,65.5,80.05,33.25,64.25
"Oregon","Clatsop",76,80.6,35.5,35,62.3,59.4,78.3,35.25,60.85
"Oregon","Columbia",75.5,80.9,38.2,37.4,57,58.2,78.2,37.8,57.6
"Oregon","Coos",74.4,78.5,36.8,41.5,66.1,60.6,76.45,39.15,63.35
"Oregon","Crook",76.9,80.4,35.1,35.8,57,61.2,78.65,35.45,59.1
"Oregon","Curry",74.3,80.6,36.8,36.7,61.1,63.2,77.45,36.75,62.15
"Oregon","Deschutes",78,82.2,27.3,28.5,66.9,68.3,80.1,27.9,67.6
"Oregon","Douglas",75.1,79.6,35.2,41,61.7,58.8,77.35,38.1,60.25
"Oregon","Gilliam",75.4,80.6,39.4,36.7,56.8,56.6,78,38.05,56.7
